"File Name","Internal Name","Description","Game Name","Game Description","Type","Rom Name","Disk Name","Size","CRC","MD5","SHA1","SHA256","Nodump"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Fire Emblem Poop","","rom","118 - Fire Emblem Poop.gba","","24492260","8d1db15c","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Fire Emblem Versus","","rom","134 - Fire Emblem Versus.gba","","16777284","47ba1139","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Gay Baby Emblem","","rom","166 - Gay Baby Emblem.gba","","17048076","a95e4ae4","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Heaven’s Bloom","","rom","154 - Heaven’s Bloom.gba","","18376448","c998aa0e","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Hector Saves Christmas","","rom","163 - Hector Saves Christmas.gba","","17089672","6896d8c2","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Hector Saves Christmas Again","","rom","164 - Hector Saves Christmas Again.gba","","17415920","e69b171f","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Knoll’s Super Spooky Halloween Adventure","","rom","162 - Knoll’s Super Spooky Halloween Adventure.gba","","17014360","19a64b75","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Maiden Quest","","rom","125 - Maiden Quest.gba","","19773496","f11864bd","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Marc’s Precious - Revenge","","rom","170 - Marc’s Precious - Revenge.gba","","17332276","4426c3f9","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","One-Turn-Clear","","rom","151 - One-Turn-Clear.gba","","16806828","e930a809","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","One-Week Hack","","rom","171 - One-Week Hack.gba","","17087872","2144df1c","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Prisoner of Darkness","","rom","140 - Prisoner of Darkness.gba","","20971804","95f14edd","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Prisoner of Darkness (Hard Mode)","","rom","133 - Prisoner of Darkness (Hard Mode).gba","","20971560","1bbb05e1","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Ragefest 5 DLC","","rom","137 - Ragefest 5 DLC.gba","","17194360","0c516c3e","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Rart Emblem - Halloween","","rom","159 - Rart Emblem - Halloween.gba","","17308636","61dad746","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Requiem","","rom","113 - Requiem.gba","","18774852","1225efff","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Resident Emblem 8","","rom","160 - Resident Emblem 8.gba","","17080688","3d35a4fc","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Resonance","","rom","144 - Resonance.gba","","21319464","7d35cc3c","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Sacred Contention","","rom","128 - Sacred Contention.gba","","19125992","34f11759","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Sacred Contention (DS Battle Background Mode)","","rom","129 - Sacred Contention (DS Battle Background Mode).gba","","20971520","4fccb155","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Sacred Contention (E-Rank Mode)","","rom","130 - Sacred Contention (E-Rank Mode).gba","","19125992","b9c52723","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Sacred Contention (No Supports Mode)","","rom","131 - Sacred Contention (No Supports Mode).gba","","19125992","7b7cc292","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Sacred Contention (Still Mode)","","rom","132 - Sacred Contention (Still Mode).gba","","19125992","c2e7e8ea","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Self-Randomising Rom","","rom","167 - Self-Randomising Rom.gba","","16777216","21b24720","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Shining Armor","","rom","102 - Shining Armor.gba","","16788636","67368bbb","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","The Burdened Crown","","rom","145 - The Burdened Crown.gba","","22485048","489aff60","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","The Burdened Crown (0 Growths)","","rom","147 - The Burdened Crown (0 Growths).gba","","22485048","25e8f03d","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","The Burdened Crown (100 Growths)","","rom","148 - The Burdened Crown (100 Growths).gba","","22485048","c152923c","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","The Burdened Crown (Blue)","","rom","149 - The Burdened Crown (Blue).gba","","22485048","0459d055","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","The Dragon Herald","","rom","152 - The Dragon Herald.gba","","25565628","72d65e0b","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","The Dragon Herald (DSSave)","","rom","153 - The Dragon Herald (DSSave).gba","","25565628","24eaa892","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","The Last Promise","","rom","103 - The Last Promise.gba","","32505856","d1c6e5d5","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","The Last Promise (Chaos Mode DEMO)","","rom","105 - The Last Promise (Chaos Mode DEMO).gba","","32446048","365cf432","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","The Last Promise (Easy Mode)","","rom","104 - The Last Promise (Easy Mode).gba","","32445120","be1b4153","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","The Last Promise (Weapon Reversal)","","rom","106 - The Last Promise (Weapon Reversal).gba","","33302356","38f7a2c6","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","The Road to Ruin","","rom","108 - The Road to Ruin.gba","","21666332","6522df69","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","The Sacred War (Final Update - v1.51)","","rom","173 - The Sacred War (Final Update - v1.51).gba","","31187848","8dc775b2","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","The Sacred War (Starting Version - v1.36)","","rom","172 - The Sacred War (Starting Version - v1.36).gba","","31133988","9ff4790d","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Unburdened Liberty","","rom","136 - Unburdened Liberty.gba","","21005868","b616cc93","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Void’s Blitzarre Adventure","","rom","141 - Void’s Blitzarre Adventure.gba","","18641452","9d22107c","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Void’s Blitzarre Adventure - Blitz Tendency","","rom","142 - Void’s Blitzarre Adventure - Blitz Tendency.gba","","16777216","e02d7a82","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Void’s Blitzarre Adventure - Blitz Tendency (debug)","","rom","143 - Void’s Blitzarre Adventure - Blitz Tendency (debug).gba","","16777216","66f0a6d0","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Vs. Mode","","rom","135 - Vs. Mode.gba","","17066348","86fe30d3","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Winning Against Gharnef","","rom","165 - Winning Against Gharnef.gba","","18085528","03c472ee","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Yuri’s Sidestory","","rom","126 - Yuri’s Sidestory.gba","","19915124","8c417a5c","","","","None"
